Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Gene Synonym
ENSG00000147145	X	78747709	78758714	LPAR4	P2Y5-LIKE
ENSG00000147145	X	78747709	78758714	LPAR4	P2Y9
ENSG00000139679	13	48389567	48444704	LPAR6	P2RY5
ENSG00000139679	13	48389567	48444704	LPAR6	P2Y5
ENSG00000275079	CHR_HSCHR5_3_CTG1	1460716	1505839	LPCAT1	AGPAT10
ENSG00000275079	CHR_HSCHR5_3_CTG1	1460716	1505839	LPCAT1	AGPAT9
ENSG00000275079	CHR_HSCHR5_3_CTG1	1460716	1505839	LPCAT1	AYTL2
ENSG00000275079	CHR_HSCHR5_3_CTG1	1460716	1505839	LPCAT1	FLJ12443
ENSG00000087253	16	55509072	55586666	LPCAT2	AGPAT11
ENSG00000087253	16	55509072	55586666	LPCAT2	AYTL1
ENSG00000087253	16	55509072	55586666	LPCAT2	FLJ20481
ENSG00000087253	16	55509072	55586666	LPCAT2	LysoPAFAT
ENSG00000101577	18	2885296	3013144	LPIN2	KIAA0249
ENSG00000132793	20	41340821	41360582	LPIN3	LIPN3L
ENSG00000132793	20	41340821	41360582	LPIN3	SMP2
ENSG00000175445	8	19901717	19967259	LPL	LIPD
ENSG00000121207	4	154626945	154753120	LRAT	LCA14
ENSG00000162981	2	14632700	14650814	LRATD1	FAM84A
ENSG00000162981	2	14632700	14650814	LRATD1	FLJ35392
ENSG00000162981	2	14632700	14650814	LRATD1	NSE1
ENSG00000136141	13	46553168	46753040	LRCH1	CHDC1
ENSG00000136141	13	46553168	46753040	LRCH1	KIAA1016
ENSG00000130224	X	115110616	115234096	LRCH2	KIAA1495
ENSG00000186001	3	197791226	197888436	LRCH3	MGC4126
ENSG00000128011	19	39306566	39320863	LRFN1	KIAA1484
ENSG00000128011	19	39306566	39320863	LRFN1	SALM2
ENSG00000165379	14	41606876	41904549	LRFN5	C14orf146
ENSG00000165379	14	41606876	41904549	LRFN5	FIGLER8
ENSG00000165379	14	41606876	41904549	LRFN5	SALM5
ENSG00000171236	19	4536402	4540036	LRG1	LRG
ENSG00000198799	1	113073198	113132260	LRIG2	KIAA0806
ENSG00000148655	10	75431624	76560168	LRMDA	C10orf11
ENSG00000148655	10	75431624	76560168	LRMDA	CDA017
ENSG00000148655	10	75431624	76560168	LRMDA	OCA7
ENSG00000123384	12	57128483	57213361	LRP1	A2MR
ENSG00000123384	12	57128483	57213361	LRP1	APOER
ENSG00000123384	12	57128483	57213361	LRP1	APR
ENSG00000123384	12	57128483	57213361	LRP1	CD91
ENSG00000123384	12	57128483	57213361	LRP1	IGFBP-3R
ENSG00000123384	12	57128483	57213361	LRP1	IGFBP3R1
ENSG00000123384	12	57128483	57213361	LRP1	LRP
ENSG00000123384	12	57128483	57213361	LRP1	LRP1A
ENSG00000168702	2	140231423	142131016	LRP1B	LRP-DIT
ENSG00000168702	2	140231423	142131016	LRP1B	LRPDIT
ENSG00000134569	11	46856717	46918642	LRP4	CLSS
ENSG00000134569	11	46856717	46918642	LRP4	LRP-4
ENSG00000134569	11	46856717	46918642	LRP4	MEGF7
ENSG00000134569	11	46856717	46918642	LRP4	SOST2
ENSG00000281324	CHR_HG1362_PATCH	12116025	12267044	LRP6	ADCAD2
ENSG00000070018	12	12116025	12267044	LRP6	ADCAD2
ENSG00000157193	1	53242364	53328469	LRP8	APOER2
ENSG00000157193	1	53242364	53328469	LRP8	HSZ75190
ENSG00000157193	1	53242364	53328469	LRP8	LRP-8
ENSG00000157193	1	53242364	53328469	LRP8	MCI1
ENSG00000197324	14	22871740	22881713	LRP10	DKFZP564C1940
ENSG00000197324	14	22871740	22881713	LRP10	LRP9
ENSG00000197324	14	22871740	22881713	LRP10	MGC8675
ENSG00000197324	14	22871740	22881713	LRP10	MST087
ENSG00000197324	14	22871740	22881713	LRP10	MSTP087
ENSG00000120256	6	149818757	149864359	LRP11	bA350J20.3
ENSG00000120256	6	149818757	149864359	LRP11	MANSC3
ENSG00000147650	8	104489231	104589258	LRP12	FLJ12929
ENSG00000147650	8	104489231	104589258	LRP12	ST7
ENSG00000137269	6	53794497	53924125	LRRC1	dJ523E19.1
ENSG00000137269	6	53794497	53924125	LRRC1	FLJ10775
ENSG00000137269	6	53794497	53924125	LRRC1	FLJ11834
ENSG00000137269	6	53794497	53924125	LRRC1	LANO
ENSG00000160233	21	44455510	44462196	LRRC3	C21orf102
ENSG00000160233	21	44455510	44462196	LRRC3	C21orf30
ENSG00000160233	21	44455510	44462196	LRRC3	DKFZP434C128
ENSG00000160233	21	44455510	44462196	LRRC3	LRRC3DN
ENSG00000128594	7	128027071	128032107	LRRC4	NAG14
ENSG00000131409	19	50516892	50568435	LRRC4B	DKFZp761A179
ENSG00000131409	19	50516892	50568435	LRRC4B	HSM
ENSG00000131409	19	50516892	50568435	LRRC4B	LRIG4
ENSG00000148948	11	40114203	41459773	LRRC4C	KIAA1580
ENSG00000148948	11	40114203	41459773	LRRC4C	NGL-1
ENSG00000136802	9	128882133	128918039	LRRC8A	FLJ10337
ENSG00000136802	9	128882133	128918039	LRRC8A	KIAA1437
ENSG00000136802	9	128882133	128918039	LRRC8A	LRRC8
ENSG00000136802	9	128882133	128918039	LRRC8A	SWELL1
ENSG00000171492	1	89821014	89936611	LRRC8D	FLJ10470
ENSG00000171492	1	89821014	89936611	LRRC8D	LRRC5
ENSG00000171017	19	7888505	7902021	LRRC8E	FLJ23420
ENSG00000131951	14	59919713	60063559	LRRC9	FLJ46156
ENSG00000198812	12	69608564	69610907	LRRC10	HRLRRP
ENSG00000198812	12	69608564	69610907	LRRC10	LRRC10A
ENSG00000160959	8	144517992	144525172	LRRC14	KIAA0014
ENSG00000160959	8	144517992	144525172	LRRC14	LRRC14A
ENSG00000172061	3	194355249	194369743	LRRC15	LIB
ENSG00000184434	9	26993136	27005672	LRRC19	FLJ21302
ENSG00000254402	8	144522388	144527033	LRRC24	LRRC14OS
ENSG00000175489	19	18391137	18397622	LRRC25	FLJ38116
ENSG00000175489	19	18391137	18397622	LRRC25	MAPA
ENSG00000184709	9	137168758	137170051	LRRC26	bA350O14.10
ENSG00000184709	9	137168758	137170051	LRRC26	OTTHUMG00000020980
ENSG00000148814	10	132332154	132381508	LRRC27	KIAA1674
ENSG00000168904	15	99251362	99390729	LRRC28	FLJ34269
ENSG00000168904	15	99251362	99390729	LRRC28	FLJ45242
ENSG00000168904	15	99251362	99390729	LRRC28	MGC24976
ENSG00000159708	16	67326798	67385204	LRRC36	FLJ11004
ENSG00000278742	CHR_HSCHR17_1_CTG5	45723122	45768499	LRRC37A	KIAA0563
ENSG00000277221	CHR_HSCHR17_2_CTG5	46339497	46384852	LRRC37A2	FLJ45049
ENSG00000274332	CHR_HSCHR17_1_CTG5	45505209	45550562	LRRC37A2	FLJ45049
ENSG00000275621	CHR_HSCHR17_1_CTG5	46805899	46851260	LRRC37A3	FLJ34306
ENSG00000275621	CHR_HSCHR17_1_CTG5	46805899	46851260	LRRC37A3	KIAA0563
ENSG00000116212	1	53946085	53968168	LRRC42	MGC8974
ENSG00000141294	17	47831634	47837719	LRRC46	MGC16309
ENSG00000137821	15	70853239	71053658	LRRC49	CSTPP2
ENSG00000137821	15	70853239	71053658	LRRC49	FLJ20156
ENSG00000137821	15	70853239	71053658	LRRC49	PGs4
ENSG00000273831	CHR_HSCHR11_1_CTG8	537527	554915	LRRC56	DKFZp761L1518
ENSG00000273831	CHR_HSCHR11_1_CTG8	537527	554915	LRRC56	DNAAF12
ENSG00000273831	CHR_HSCHR11_1_CTG8	537527	554915	LRRC56	FLJ00101
ENSG00000173988	13	46211928	46277115	LRRC63	RP11-139H14.4
ENSG00000186105	5	62578819	62581446	LRRC70	LOC100130733
ENSG00000186105	5	62578819	62581446	LRRC70	SLRN
ENSG00000100565	14	76826372	76870304	LRRC74A	C14orf166B
ENSG00000100565	14	76826372	76870304	LRRC74A	LRRC74
ENSG00000181350	17	16441577	16492193	LRRC75A	C17orf76
ENSG00000181350	17	16441577	16492193	LRRC75A	FAM211A
ENSG00000181350	17	16441577	16492193	LRRC75A	FLJ35696
ENSG00000178026	22	24585620	24593208	LRRC75B	C22orf36
ENSG00000178026	22	24585620	24593208	LRRC75B	FAM211B
ENSG00000178026	22	24585620	24593208	LRRC75B	MGC131773
ENSG00000133739	8	85107215	85146080	LRRCC1	CLERC
ENSG00000133739	8	85107215	85146080	LRRCC1	KIAA1764
ENSG00000133739	8	85107215	85146080	LRRCC1	VFL1
ENSG00000093167	3	37052626	37183689	LRRFIP2	HUFI-2
ENSG00000133640	12	85036314	85264457	LRRIQ1	FLJ12303
ENSG00000133640	12	85036314	85264457	LRRIQ1	KIAA1801
ENSG00000154237	15	100919327	101078257	LRRK1	FLJ23119
ENSG00000154237	15	100919327	101078257	LRRK1	KIAA1790
ENSG00000154237	15	100919327	101078257	LRRK1	RIPK6
ENSG00000154237	15	100919327	101078257	LRRK1	ROCO1
ENSG00000175928	3	3799431	3849834	LRRN1	FIGLER3
ENSG00000173114	7	111091006	111125454	LRRN3	FIGLER5
ENSG00000173114	7	111091006	111125454	LRRN3	FLJ11129
ENSG00000173114	7	111091006	111125454	LRRN3	NLRR3
ENSG00000125872	20	6040546	6054060	LRRN4	C20orf75
ENSG00000125872	20	6040546	6054060	LRRN4	dJ1056H1.1
ENSG00000125872	20	6040546	6054060	LRRN4	NLRR4
ENSG00000146006	5	138868921	138875368	LRRTM2	KIAA0416
ENSG00000148356	9	127451489	127503499	LRSAM1	CMT2P
ENSG00000148356	9	127451489	127503499	LRSAM1	FLJ31641
ENSG00000148356	9	127451489	127503499	LRSAM1	RIFLE
ENSG00000148356	9	127451489	127503499	LRSAM1	TAL
ENSG00000185565	3	115802363	117139389	LSAMP	IGLON3
ENSG00000185565	3	115802363	117139389	LSAMP	LAMP
ENSG00000041802	3	194640791	194672463	LSG1	FLJ11301
ENSG00000236826	CHR_HSCHR6_MHC_COX_CTG1	31784754	31794345	LSM2	C6orf28
ENSG00000224979	CHR_HSCHR6_MHC_APD_CTG1	31864414	31874003	LSM2	C6orf28
ENSG00000172850	CHR_HSCHR6_MHC_QBL_CTG1	31787629	31797209	LSM2	C6orf28
ENSG00000231502	CHR_HSCHR6_MHC_DBB_CTG1	31779577	31789166	LSM2	C6orf28
ENSG00000225998	CHR_HSCHR6_MHC_MCF_CTG1	31873692	31883281	LSM2	C6orf28
ENSG00000204392	6	31797396	31806966	LSM2	C6orf28
ENSG00000236826	CHR_HSCHR6_MHC_COX_CTG1	31784754	31794345	LSM2	G7b
ENSG00000224979	CHR_HSCHR6_MHC_APD_CTG1	31864414	31874003	LSM2	G7b
ENSG00000172850	CHR_HSCHR6_MHC_QBL_CTG1	31787629	31797209	LSM2	G7b
ENSG00000231502	CHR_HSCHR6_MHC_DBB_CTG1	31779577	31789166	LSM2	G7b
ENSG00000225998	CHR_HSCHR6_MHC_MCF_CTG1	31873692	31883281	LSM2	G7b
ENSG00000204392	6	31797396	31806966	LSM2	G7b
ENSG00000236826	CHR_HSCHR6_MHC_COX_CTG1	31784754	31794345	LSM2	YBL026W
ENSG00000224979	CHR_HSCHR6_MHC_APD_CTG1	31864414	31874003	LSM2	YBL026W
ENSG00000172850	CHR_HSCHR6_MHC_QBL_CTG1	31787629	31797209	LSM2	YBL026W
ENSG00000231502	CHR_HSCHR6_MHC_DBB_CTG1	31779577	31789166	LSM2	YBL026W
ENSG00000225998	CHR_HSCHR6_MHC_MCF_CTG1	31873692	31883281	LSM2	YBL026W
ENSG00000204392	6	31797396	31806966	LSM2	YBL026W
ENSG00000170860	3	14178817	14201122	LSM3	SMX4
ENSG00000170860	3	14178817	14201122	LSM3	USS2
ENSG00000170860	3	14178817	14201122	LSM3	YLR438C
ENSG00000130520	19	18306236	18323112	LSM4	YER112W
ENSG00000106355	7	32485338	32495283	LSM5	YER146W
ENSG00000130332	19	2321520	2328611	LSM7	YNL147W
ENSG00000155858	5	157743712	157760709	LSM11	FLJ38273
ENSG00000262860	CHR_HSCHR19_1_CTG3_1	34172447	34229322	LSM14A	C19orf13
ENSG00000262860	CHR_HSCHR19_1_CTG3_1	34172447	34229322	LSM14A	DKFZP434D1335
ENSG00000262860	CHR_HSCHR19_1_CTG3_1	34172447	34229322	LSM14A	FAM61A
ENSG00000262860	CHR_HSCHR19_1_CTG3_1	34172447	34229322	LSM14A	RAP55
ENSG00000262860	CHR_HSCHR19_1_CTG3_1	34172447	34229322	LSM14A	RAP55A
ENSG00000149657	20	62122461	62135374	LSM14B	bA11M20.3
ENSG00000149657	20	62122461	62135374	LSM14B	C20orf40
ENSG00000149657	20	62122461	62135374	LSM14B	FAM61B
ENSG00000149657	20	62122461	62135374	LSM14B	FLJ25473
ENSG00000149657	20	62122461	62135374	LSM14B	FT005
ENSG00000149657	20	62122461	62135374	LSM14B	LSM13
ENSG00000149657	20	62122461	62135374	LSM14B	RAP55B
ENSG00000288199	CHR_HG28_PATCH	1852970	1892267	LSP1	WP34
ENSG00000130592	11	1850904	1892267	LSP1	WP34
ENSG00000281289	CHR_HSCHR21_5_CTG2	46190452	46221883	LSS	OSC
ENSG00000160285	21	46188141	46228824	LSS	OSC
ENSG00000235915	CHR_HSCHR6_MHC_APD_CTG1	31653110	31655895	LST1	B144
ENSG00000230791	CHR_HSCHR6_MHC_SSTO_CTG1	31576870	31579655	LST1	B144
ENSG00000206433	CHR_HSCHR6_MHC_QBL_CTG1	31576352	31579139	LST1	B144
ENSG00000231048	CHR_HSCHR6_MHC_MANN_CTG1	31625572	31628357	LST1	B144
ENSG00000234514	CHR_HSCHR6_MHC_MCF_CTG1	31662426	31665209	LST1	B144
ENSG00000223465	CHR_HSCHR6_MHC_DBB_CTG1	31568266	31571053	LST1	B144
ENSG00000226182	CHR_HSCHR6_MHC_COX_CTG1	31573530	31576311	LST1	B144
ENSG00000204482	6	31586124	31588909	LST1	B144
ENSG00000235915	CHR_HSCHR6_MHC_APD_CTG1	31653110	31655895	LST1	D6S49E
ENSG00000230791	CHR_HSCHR6_MHC_SSTO_CTG1	31576870	31579655	LST1	D6S49E
ENSG00000206433	CHR_HSCHR6_MHC_QBL_CTG1	31576352	31579139	LST1	D6S49E
ENSG00000231048	CHR_HSCHR6_MHC_MANN_CTG1	31625572	31628357	LST1	D6S49E
ENSG00000234514	CHR_HSCHR6_MHC_MCF_CTG1	31662426	31665209	LST1	D6S49E
ENSG00000223465	CHR_HSCHR6_MHC_DBB_CTG1	31568266	31571053	LST1	D6S49E
ENSG00000226182	CHR_HSCHR6_MHC_COX_CTG1	31573530	31576311	LST1	D6S49E
ENSG00000204482	6	31586124	31588909	LST1	D6S49E
ENSG00000235915	CHR_HSCHR6_MHC_APD_CTG1	31653110	31655895	LST1	LST-1
ENSG00000230791	CHR_HSCHR6_MHC_SSTO_CTG1	31576870	31579655	LST1	LST-1
ENSG00000206433	CHR_HSCHR6_MHC_QBL_CTG1	31576352	31579139	LST1	LST-1
ENSG00000231048	CHR_HSCHR6_MHC_MANN_CTG1	31625572	31628357	LST1	LST-1
ENSG00000234514	CHR_HSCHR6_MHC_MCF_CTG1	31662426	31665209	LST1	LST-1
ENSG00000223465	CHR_HSCHR6_MHC_DBB_CTG1	31568266	31571053	LST1	LST-1
ENSG00000226182	CHR_HSCHR6_MHC_COX_CTG1	31573530	31576311	LST1	LST-1
ENSG00000204482	6	31586124	31588909	LST1	LST-1
ENSG00000230279	CHR_HSCHR6_MHC_SSTO_CTG1	31562799	31565069	LTA	LT
ENSG00000238130	CHR_HSCHR6_MHC_COX_CTG1	31559460	31561730	LTA	LT
ENSG00000231408	CHR_HSCHR6_MHC_MANN_CTG1	31611502	31613772	LTA	LT
ENSG00000223919	CHR_HSCHR6_MHC_DBB_CTG1	31554192	31556464	LTA	LT
ENSG00000173503	CHR_HSCHR6_MHC_QBL_CTG1	31562278	31564550	LTA	LT
ENSG00000226275	CHR_HSCHR6_MHC_MCF_CTG1	31648357	31650629	LTA	LT
ENSG00000226979	6	31572054	31574324	LTA	LT
ENSG00000230279	CHR_HSCHR6_MHC_SSTO_CTG1	31562799	31565069	LTA	TNFB
ENSG00000238130	CHR_HSCHR6_MHC_COX_CTG1	31559460	31561730	LTA	TNFB
ENSG00000231408	CHR_HSCHR6_MHC_MANN_CTG1	31611502	31613772	LTA	TNFB
ENSG00000223919	CHR_HSCHR6_MHC_DBB_CTG1	31554192	31556464	LTA	TNFB
ENSG00000173503	CHR_HSCHR6_MHC_QBL_CTG1	31562278	31564550	LTA	TNFB
ENSG00000226275	CHR_HSCHR6_MHC_MCF_CTG1	31648357	31650629	LTA	TNFB
ENSG00000226979	6	31572054	31574324	LTA	TNFB
ENSG00000230279	CHR_HSCHR6_MHC_SSTO_CTG1	31562799	31565069	LTA	TNFSF1
ENSG00000238130	CHR_HSCHR6_MHC_COX_CTG1	31559460	31561730	LTA	TNFSF1
ENSG00000231408	CHR_HSCHR6_MHC_MANN_CTG1	31611502	31613772	LTA	TNFSF1
ENSG00000223919	CHR_HSCHR6_MHC_DBB_CTG1	31554192	31556464	LTA	TNFSF1
ENSG00000173503	CHR_HSCHR6_MHC_QBL_CTG1	31562278	31564550	LTA	TNFSF1
ENSG00000226275	CHR_HSCHR6_MHC_MCF_CTG1	31648357	31650629	LTA	TNFSF1
ENSG00000226979	6	31572054	31574324	LTA	TNFSF1
ENSG00000223448	CHR_HSCHR6_MHC_MANN_CTG1	31620003	31621970	LTB	p33
ENSG00000231314	CHR_HSCHR6_MHC_APD_CTG1	31647541	31649508	LTB	p33
ENSG00000204487	CHR_HSCHR6_MHC_COX_CTG1	31567961	31569928	LTB	p33
ENSG00000236925	CHR_HSCHR6_MHC_DBB_CTG1	31562695	31564662	LTB	p33
ENSG00000238114	CHR_HSCHR6_MHC_SSTO_CTG1	31571300	31573267	LTB	p33
ENSG00000236237	CHR_HSCHR6_MHC_MCF_CTG1	31656860	31658827	LTB	p33
ENSG00000206437	CHR_HSCHR6_MHC_QBL_CTG1	31570783	31572750	LTB	p33
ENSG00000227507	6	31580525	31582522	LTB	p33
ENSG00000223448	CHR_HSCHR6_MHC_MANN_CTG1	31620003	31621970	LTB	TNFC
ENSG00000231314	CHR_HSCHR6_MHC_APD_CTG1	31647541	31649508	LTB	TNFC
ENSG00000204487	CHR_HSCHR6_MHC_COX_CTG1	31567961	31569928	LTB	TNFC
ENSG00000236925	CHR_HSCHR6_MHC_DBB_CTG1	31562695	31564662	LTB	TNFC
ENSG00000238114	CHR_HSCHR6_MHC_SSTO_CTG1	31571300	31573267	LTB	TNFC
ENSG00000236237	CHR_HSCHR6_MHC_MCF_CTG1	31656860	31658827	LTB	TNFC
ENSG00000206437	CHR_HSCHR6_MHC_QBL_CTG1	31570783	31572750	LTB	TNFC
ENSG00000227507	6	31580525	31582522	LTB	TNFC
ENSG00000223448	CHR_HSCHR6_MHC_MANN_CTG1	31620003	31621970	LTB	TNFSF3
ENSG00000231314	CHR_HSCHR6_MHC_APD_CTG1	31647541	31649508	LTB	TNFSF3
ENSG00000204487	CHR_HSCHR6_MHC_COX_CTG1	31567961	31569928	LTB	TNFSF3
ENSG00000236925	CHR_HSCHR6_MHC_DBB_CTG1	31562695	31564662	LTB	TNFSF3
ENSG00000238114	CHR_HSCHR6_MHC_SSTO_CTG1	31571300	31573267	LTB	TNFSF3
ENSG00000236237	CHR_HSCHR6_MHC_MCF_CTG1	31656860	31658827	LTB	TNFSF3
ENSG00000206437	CHR_HSCHR6_MHC_QBL_CTG1	31570783	31572750	LTB	TNFSF3
ENSG00000227507	6	31580525	31582522	LTB	TNFSF3
ENSG00000285456	CHR_HG1_PATCH	24311449	24318035	LTB4R	BLTR
ENSG00000213903	14	24311450	24318036	LTB4R	BLTR
ENSG00000285456	CHR_HG1_PATCH	24311449	24318035	LTB4R	CMKRL1
ENSG00000213903	14	24311450	24318036	LTB4R	CMKRL1
ENSG00000285456	CHR_HG1_PATCH	24311449	24318035	LTB4R	GPR16
ENSG00000213903	14	24311450	24318036	LTB4R	GPR16
ENSG00000285456	CHR_HG1_PATCH	24311449	24318035	LTB4R	LTB4R1
ENSG00000213903	14	24311450	24318036	LTB4R	LTB4R1
ENSG00000285456	CHR_HG1_PATCH	24311449	24318035	LTB4R	P2RY7
ENSG00000213903	14	24311450	24318036	LTB4R	P2RY7
ENSG00000285456	CHR_HG1_PATCH	24311449	24318035	LTB4R	P2Y7
ENSG00000213903	14	24311450	24318036	LTB4R	P2Y7
ENSG00000285203	CHR_HG1_PATCH	24305733	24312052	LTB4R2	BLT2
ENSG00000213906	14	24305734	24312053	LTB4R2	BLT2
ENSG00000285203	CHR_HG1_PATCH	24305733	24312052	LTB4R2	BLTR2
ENSG00000213906	14	24305734	24312053	LTB4R2	BLTR2
ENSG00000285203	CHR_HG1_PATCH	24305733	24312052	LTB4R2	JULF2
ENSG00000213906	14	24305734	24312053	LTB4R2	JULF2
ENSG00000285203	CHR_HG1_PATCH	24305733	24312052	LTB4R2	NOP9
ENSG00000213906	14	24305734	24312053	LTB4R2	NOP9
ENSG00000119681	14	74498183	74612378	LTBP2	C14orf141
ENSG00000119681	14	74498183	74612378	LTBP2	LTBP3
ENSG00000090006	19	40592883	40629818	LTBP4	FLJ46318
ENSG00000090006	19	40592883	40629818	LTBP4	FLJ90018
ENSG00000090006	19	40592883	40629818	LTBP4	LTBP-4
ENSG00000090006	19	40592883	40629818	LTBP4	LTBP-4L
ENSG00000283887	CHR_HG30_PATCH	179794850	179797517	LTC4S	MGC33147
ENSG00000213316	5	179793980	179796647	LTC4S	MGC33147
ENSG00000062524	15	41503637	41513887	LTK	TYK1
ENSG00000198862	21	28928144	28992956	LTN1	C21orf10
ENSG00000198862	21	28928144	28992956	LTN1	C21orf98
ENSG00000198862	21	28928144	28992956	LTN1	FLJ11053
ENSG00000198862	21	28928144	28992956	LTN1	KIAA0714
ENSG00000198862	21	28928144	28992956	LTN1	LISTERIN
ENSG00000198862	21	28928144	28992956	LTN1	RNF160
ENSG00000198862	21	28928144	28992956	LTN1	ZNF294
ENSG00000135521	6	143843338	143863812	LTV1	C6orf93
ENSG00000135521	6	143843338	143863812	LTV1	dJ468K18.4
ENSG00000135521	6	143843338	143863812	LTV1	FLJ14909
ENSG00000007392	16	188969	229463	LUC7L	hLuc7B1
ENSG00000007392	16	188969	229463	LUC7L	Luc7
ENSG00000007392	16	188969	229463	LUC7L	LUC7B1
ENSG00000146963	7	139340359	139423457	LUC7L2	CGI-59
ENSG00000146963	7	139340359	139423457	LUC7L2	CGI-74
ENSG00000146963	7	139340359	139423457	LUC7L2	FLJ10657
ENSG00000146963	7	139340359	139423457	LUC7L2	hLuc7B2
ENSG00000146963	7	139340359	139423457	LUC7L2	H_NH0792N18.3
ENSG00000146963	7	139340359	139423457	LUC7L2	LUC7B2
ENSG00000108848	17	50719565	50756219	LUC7L3	CRA
ENSG00000108848	17	50719565	50756219	LUC7L3	CREAP-1
ENSG00000108848	17	50719565	50756219	LUC7L3	CROP
ENSG00000108848	17	50719565	50756219	LUC7L3	FLJ11063
ENSG00000108848	17	50719565	50756219	LUC7L3	hLuc7A
ENSG00000108848	17	50719565	50756219	LUC7L3	LUC7A
ENSG00000108848	17	50719565	50756219	LUC7L3	OA48-18
ENSG00000153714	9	12775020	12823060	LURAP1L	bA3L8.2
ENSG00000153714	9	12775020	12823060	LURAP1L	C9orf150
ENSG00000153714	9	12775020	12823060	LURAP1L	FLJ38505
ENSG00000153714	9	12775020	12823060	LURAP1L	LRAP35b
ENSG00000153714	9	12775020	12823060	LURAP1L	MGC46502
ENSG00000102021	X	115289715	115307563	LUZP4	CT-8
ENSG00000102021	X	115289715	115307563	LUZP4	CT28
ENSG00000102021	X	115289715	115307563	LUZP4	HOM-TES-85
ENSG00000167656	8	142784882	142786539	LY6D	E48
ENSG00000278032	CHR_HSCHR8_4_CTG7	143017982	143023832	LY6E	RIG-E
ENSG00000278032	CHR_HSCHR8_4_CTG7	143017982	143023832	LY6E	SCA-2
ENSG00000278032	CHR_HSCHR8_4_CTG7	143017982	143023832	LY6E	TSA-1
ENSG00000240433	CHR_HSCHR6_MHC_MANN_CTG1	31709833	31713000	LY6G5B	C6orf19
ENSG00000239497	CHR_HSCHR6_MHC_SSTO_CTG1	31659867	31664295	LY6G5B	C6orf19
ENSG00000244672	CHR_HSCHR6_MHC_DBB_CTG1	31652558	31655955	LY6G5B	C6orf19
ENSG00000241713	CHR_HSCHR6_MHC_COX_CTG1	31656528	31660956	LY6G5B	C6orf19
ENSG00000241132	CHR_HSCHR6_MHC_MCF_CTG1	31745397	31749825	LY6G5B	C6orf19
ENSG00000239285	CHR_HSCHR6_MHC_QBL_CTG1	31659349	31663777	LY6G5B	C6orf19
ENSG00000240433	CHR_HSCHR6_MHC_MANN_CTG1	31709833	31713000	LY6G5B	G5b
ENSG00000239497	CHR_HSCHR6_MHC_SSTO_CTG1	31659867	31664295	LY6G5B	G5b
ENSG00000244672	CHR_HSCHR6_MHC_DBB_CTG1	31652558	31655955	LY6G5B	G5b
ENSG00000241713	CHR_HSCHR6_MHC_COX_CTG1	31656528	31660956	LY6G5B	G5b
ENSG00000241132	CHR_HSCHR6_MHC_MCF_CTG1	31745397	31749825	LY6G5B	G5b
ENSG00000239285	CHR_HSCHR6_MHC_QBL_CTG1	31659349	31663777	LY6G5B	G5b
ENSG00000231325	CHR_HSCHR6_MHC_COX_CTG1	31664094	31671449	LY6G5C	C6orf20
ENSG00000237495	CHR_HSCHR6_MHC_MCF_CTG1	31752963	31760319	LY6G5C	C6orf20
ENSG00000228883	CHR_HSCHR6_MHC_MANN_CTG1	31716138	31723494	LY6G5C	C6orf20
ENSG00000226404	CHR_HSCHR6_MHC_DBB_CTG1	31658863	31666220	LY6G5C	C6orf20
ENSG00000111971	CHR_HSCHR6_MHC_SSTO_CTG1	31667433	31674786	LY6G5C	C6orf20
ENSG00000206404	CHR_HSCHR6_MHC_QBL_CTG1	31666915	31674267	LY6G5C	C6orf20
ENSG00000231325	CHR_HSCHR6_MHC_COX_CTG1	31664094	31671449	LY6G5C	G5c
ENSG00000237495	CHR_HSCHR6_MHC_MCF_CTG1	31752963	31760319	LY6G5C	G5c
ENSG00000228883	CHR_HSCHR6_MHC_MANN_CTG1	31716138	31723494	LY6G5C	G5c
ENSG00000226404	CHR_HSCHR6_MHC_DBB_CTG1	31658863	31666220	LY6G5C	G5c
ENSG00000111971	CHR_HSCHR6_MHC_SSTO_CTG1	31667433	31674786	LY6G5C	G5c
ENSG00000206404	CHR_HSCHR6_MHC_QBL_CTG1	31666915	31674267	LY6G5C	G5c
ENSG00000231325	CHR_HSCHR6_MHC_COX_CTG1	31664094	31671449	LY6G5C	NG33
ENSG00000237495	CHR_HSCHR6_MHC_MCF_CTG1	31752963	31760319	LY6G5C	NG33
ENSG00000228883	CHR_HSCHR6_MHC_MANN_CTG1	31716138	31723494	LY6G5C	NG33
ENSG00000226404	CHR_HSCHR6_MHC_DBB_CTG1	31658863	31666220	LY6G5C	NG33
ENSG00000111971	CHR_HSCHR6_MHC_SSTO_CTG1	31667433	31674786	LY6G5C	NG33
ENSG00000206404	CHR_HSCHR6_MHC_QBL_CTG1	31666915	31674267	LY6G5C	NG33
ENSG00000228859	CHR_HSCHR6_MHC_DBB_CTG1	31700817	31704014	LY6G6C	C6orf24
ENSG00000206398	CHR_HSCHR6_MHC_QBL_CTG1	31708869	31712066	LY6G6C	C6orf24
ENSG00000235925	CHR_HSCHR6_MHC_SSTO_CTG1	31709409	31712606	LY6G6C	C6orf24
ENSG00000236183	CHR_HSCHR6_MHC_COX_CTG1	31706055	31709252	LY6G6C	C6orf24
